entry,at,order
"""Param @ PARAM001"" calls 20",2025-11-15 21:27:00+0000,2449
"""Nadish @ NADSH001"" calls 20",2025-11-15 21:27:00+0000,2450
"""Raghav @ RGHAV001"" calls 20",2025-11-15 21:27:00+0000,2451
"""Gagan @ GAGAN001"" folds",2025-11-15 21:27:00+0000,2452
"""Justin @ JSTN0001"" checks",2025-11-15 21:27:00+0000,2453
"Flop:  [6♣, 5♦, 8♣]",2025-11-15 21:27:00+0000,2454
"""Justin @ JSTN0001"" checks",2025-11-15 21:27:00+0000,2455
"""Param @ PARAM001"" checks",2025-11-15 21:27:00+0000,2456
"""Nadish @ NADSH001"" checks",2025-11-15 21:27:00+0000,2457
"""Raghav @ RGHAV001"" bets 82",2025-11-15 21:27:00+0000,2458
"""Param @ PARAM001"" calls 82",2025-11-15 21:27:00+0000,2459
"""Nadish @ NADSH001"" calls 82",2025-11-15 21:27:00+0000,2460
"""Justin @ JSTN0001"" calls 82",2025-11-15 21:27:00+0000,2461
"Turn: 6♣, 5♦, 8♣ [9♥]",2025-11-15 21:27:00+0000,2462
"""Justin @ JSTN0001"" bets 312",2025-11-15 21:27:00+0000,2463
"""Param @ PARAM001"" folds",2025-11-15 21:27:00+0000,2464
"""Nadish @ NADSH001"" folds",2025-11-15 21:27:00+0000,2465
"""Raghav @ RGHAV001"" raises to 1356",2025-11-15 21:27:00+0000,2466
"""Justin @ JSTN0001"" calls 1356",2025-11-15 21:27:00+0000,2467
"River: 6♣, 5♦, 8♣, 9♥ [J♥]",2025-11-15 21:27:00+0000,2468
"""Justin @ JSTN0001"" checks",2025-11-15 21:27:00+0000,2469
"""Raghav @ RGHAV001"" checks",2025-11-15 21:27:00+0000,2470
"""Raghav @ RGHAV001"" shows a 8♠, 8♦.",2025-11-15 21:27:00+0000,2471
"""Justin @ JSTN0001"" shows a T♣, 5♥.",2025-11-15 21:27:00+0000,2472
"""Raghav @ RGHAV001"" collected 3130 from pot",2025-11-15 21:27:00+0000,2473
"-- ending hand #99 --",2025-11-15 21:27:00+0000,2474
"-- starting hand #98 (id: 80keiz1wffgb)  No Limit Texas Hold'em (dealer: ""Nadish @ NADSH001"") --",2025-11-15 21:25:30+0000,2415
"Player stacks: #1 ""Param @ PARAM001"" (2061) | #2 ""Nadish @ NADSH001"" (25134) | #3 ""Raghav @ RGHAV001"" (4854) | #4 ""Gagan @ GAGAN001"" (856) | #5 ""Justin @ JSTN0001"" (1592) | #6 ""Anujan @ ANJN0001"" (8578)",2025-11-15 21:25:30+0000,2416
"Your hand is Q♥, 2♣",2025-11-15 21:25:30+0000,2417
"""Raghav @ RGHAV001"" posts a small blind of 10",2025-11-15 21:25:30+0000,2418
"""Gagan @ GAGAN001"" posts a big blind of 20",2025-11-15 21:25:30+0000,2419
"""Justin @ JSTN0001"" folds",2025-11-15 21:25:30+0000,2420
"""Anujan @ ANJN0001"" calls 20",2025-11-15 21:25:30+0000,2421
"""Param @ PARAM001"" folds",2025-11-15 21:25:30+0000,2422
"""Nadish @ NADSH001"" folds",2025-11-15 21:25:30+0000,2423
"""Raghav @ RGHAV001"" calls 20",2025-11-15 21:25:30+0000,2424
"""Gagan @ GAGAN001"" checks",2025-11-15 21:25:30+0000,2425
"Flop:  [A♠, 4♦, 4♥]",2025-11-15 21:25:30+0000,2426
"""Raghav @ RGHAV001"" checks",2025-11-15 21:25:30+0000,2427
"""Gagan @ GAGAN001"" checks",2025-11-15 21:25:30+0000,2428
"""Anujan @ ANJN0001"" checks",2025-11-15 21:25:30+0000,2429
"Turn: A♠, 4♦, 4♥ [7♣]",2025-11-15 21:25:30+0000,2430
"""Raghav @ RGHAV001"" checks",2025-11-15 21:25:30+0000,2431
"""Gagan @ GAGAN001"" checks",2025-11-15 21:25:30+0000,2432
"""Anujan @ ANJN0001"" checks",2025-11-15 21:25:30+0000,2433
"River: A♠, 4♦, 4♥, 7♣ [7♥]",2025-11-15 21:25:30+0000,2434
"""Raghav @ RGHAV001"" checks",2025-11-15 21:25:30+0000,2435
"""Gagan @ GAGAN001"" bets 57",2025-11-15 21:25:30+0000,2436
"""Anujan @ ANJN0001"" folds",2025-11-15 21:25:30+0000,2437
"""Raghav @ RGHAV001"" calls 57",2025-11-15 21:25:30+0000,2438
"""Raghav @ RGHAV001"" shows a T♣, 5♠.",2025-11-15 21:25:30+0000,2439
"""Gagan @ GAGAN001"" shows a A♣, J♣.",2025-11-15 21:25:30+0000,2440
"""Raghav @ RGHAV001"" collected 174 from pot",2025-11-15 21:25:30+0000,2441
"-- ending hand #98 --",2025-11-15 21:25:30+0000,2442
"-- starting hand #97 (id: ic97pjf50c8k)  No Limit Texas Hold'em (dealer: ""Param @ PARAM001"") --",2025-11-15 21:24:00+0000,2387
"Player stacks: #1 ""Param @ PARAM001"" (2061) | #2 ""Nadish @ NADSH001"" (25180) | #3 ""Raghav @ RGHAV001"" (4900) | #4 ""Gagan @ GAGAN001"" (856) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (8578)",2025-11-15 21:24:00+0000,2388
"Your hand is 7♥, T♠",2025-11-15 21:24:00+0000,2389
"""Nadish @ NADSH001"" posts a small blind of 10",2025-11-15 21:24:00+0000,2390
"""Raghav @ RGHAV001"" posts a big blind of 20",2025-11-15 21:24:00+0000,2391
"""Gagan @ GAGAN001"" folds",2025-11-15 21:24:00+0000,2392
"""Justin @ JSTN0001"" calls 20",2025-11-15 21:24:00+0000,2393
"""Anujan @ ANJN0001"" folds",2025-11-15 21:24:00+0000,2394
"""Param @ PARAM001"" folds",2025-11-15 21:24:00+0000,2395
"""Nadish @ NADSH001"" calls 20",2025-11-15 21:24:00+0000,2396
"""Raghav @ RGHAV001"" checks",2025-11-15 21:24:00+0000,2397
"Flop:  [K♦, 3♣, 9♣]",2025-11-15 21:24:00+0000,2398
"""Nadish @ NADSH001"" checks",2025-11-15 21:24:00+0000,2399
"""Raghav @ RGHAV001"" checks",2025-11-15 21:24:00+0000,2400
"""Justin @ JSTN0001"" checks",2025-11-15 21:24:00+0000,2401
"Turn: K♦, 3♣, 9♣ [8♠]",2025-11-15 21:24:00+0000,2402
"""Nadish @ NADSH001"" bets 26",2025-11-15 21:24:00+0000,2403
"""Raghav @ RGHAV001"" calls 26",2025-11-15 21:24:00+0000,2404
"""Justin @ JSTN0001"" calls 26",2025-11-15 21:24:00+0000,2405
"River: K♦, 3♣, 9♣, 8♠ [A♣]",2025-11-15 21:24:00+0000,2406
"""Nadish @ NADSH001"" checks",2025-11-15 21:24:00+0000,2407
"""Raghav @ RGHAV001"" checks",2025-11-15 21:24:00+0000,2408
"""Justin @ JSTN0001"" checks",2025-11-15 21:24:00+0000,2409
"""Nadish @ NADSH001"" shows a J♣, J♠.",2025-11-15 21:24:00+0000,2410
"""Raghav @ RGHAV001"" shows a 9♠, 3♥.",2025-11-15 21:24:00+0000,2411
"""Justin @ JSTN0001"" shows a 8♥, A♦.",2025-11-15 21:24:00+0000,2412
"""Justin @ JSTN0001"" collected 138 from pot",2025-11-15 21:24:00+0000,2413
"-- ending hand #97 --",2025-11-15 21:24:00+0000,2414
"-- starting hand #96 (id: nzoq3zl44l1q)  No Limit Texas Hold'em (dealer: ""Anujan @ ANJN0001"") --",2025-11-15 21:22:30+0000,2349
"Player stacks: #1 ""Param @ PARAM001"" (2071) | #2 ""Nadish @ NADSH001"" (25259) | #3 ""Raghav @ RGHAV001"" (7612) | #4 ""Gagan @ GAGAN001"" (856) | #5 ""Justin @ JSTN0001"" (1640) | #6 ""Anujan @ ANJN0001"" (4137)",2025-11-15 21:22:30+0000,2350
"Your hand is 2♥, 3♣",2025-11-15 21:22:30+0000,2351
"""Param @ PARAM001"" posts a small blind of 10",2025-11-15 21:22:30+0000,2352
"""Nadish @ NADSH001"" posts a big blind of 20",2025-11-15 21:22:30+0000,2353
"""Raghav @ RGHAV001"" calls 20",2025-11-15 21:22:30+0000,2354
"""Gagan @ GAGAN001"" folds",2025-11-15 21:22:30+0000,2355
"""Justin @ JSTN0001"" calls 20",2025-11-15 21:22:30+0000,2356
"""Anujan @ ANJN0001"" calls 20",2025-11-15 21:22:30+0000,2357
"""Param @ PARAM001"" folds",2025-11-15 21:22:30+0000,2358
"""Nadish @ NADSH001"" checks",2025-11-15 21:22:30+0000,2359
"Flop:  [T♠, 5♦, 9♥]",2025-11-15 21:22:30+0000,2360
"""Nadish @ NADSH001"" checks",2025-11-15 21:22:30+0000,2361
"""Raghav @ RGHAV001"" checks",2025-11-15 21:22:30+0000,2362
"""Justin @ JSTN0001"" checks",2025-11-15 21:22:30+0000,2363
"""Anujan @ ANJN0001"" checks",2025-11-15 21:22:30+0000,2364
"Turn: T♠, 5♦, 9♥ [5♠]",2025-11-15 21:22:30+0000,2365
"""Nadish @ NADSH001"" bets 59",2025-11-15 21:22:30+0000,2366
"""Raghav @ RGHAV001"" calls 59",2025-11-15 21:22:30+0000,2367
"""Justin @ JSTN0001"" calls 59",2025-11-15 21:22:30+0000,2368
"""Anujan @ ANJN0001"" calls 59",2025-11-15 21:22:30+0000,2369
"River: T♠, 5♦, 9♥, 5♠ [6♥]",2025-11-15 21:22:30+0000,2370
"""Nadish @ NADSH001"" checks",2025-11-15 21:22:30+0000,2371
"""Raghav @ RGHAV001"" checks",2025-11-15 21:22:30+0000,2372
"""Justin @ JSTN0001"" checks",2025-11-15 21:22:30+0000,2373
"""Anujan @ ANJN0001"" bets 142",2025-11-15 21:22:30+0000,2374
"""Nadish @ NADSH001"" folds",2025-11-15 21:22:30+0000,2375
"""Raghav @ RGHAV001"" calls 142",2025-11-15 21:22:30+0000,2376
"""Justin @ JSTN0001"" raises to 604",2025-11-15 21:22:30+0000,2377
"""Raghav @ RGHAV001"" calls 604",2025-11-15 21:22:30+0000,2378
"""Anujan @ ANJN0001"" raises to 2633",2025-11-15 21:22:30+0000,2379
"""Raghav @ RGHAV001"" calls 2633",2025-11-15 21:22:30+0000,2380
"""Justin @ JSTN0001"" calls 1561",2025-11-15 21:22:30+0000,2381
"""Raghav @ RGHAV001"" shows a K♠, T♥.",2025-11-15 21:22:30+0000,2382
"""Justin @ JSTN0001"" shows a J♣, 7♦.",2025-11-15 21:22:30+0000,2383
"""Anujan @ ANJN0001"" shows a 8♣, 8♦.",2025-11-15 21:22:30+0000,2384
"""Anujan @ ANJN0001"" collected 7153 from pot",2025-11-15 21:22:30+0000,2385
"-- ending hand #96 --",2025-11-15 21:22:30+0000,2386
"-- starting hand #95 (id: hk3e15586yrj)  No Limit Texas Hold'em (dealer: ""Justin @ JSTN0001"") --",2025-11-15 21:21:00+0000,2326
"Player stacks: #1 ""Param @ PARAM001"" (2201) | #2 ""Nadish @ NADSH001"" (25259) | #3 ""Raghav @ RGHAV001"" (7612) | #4 ""Gagan @ GAGAN001"" (856) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (4147)",2025-11-15 21:21:00+0000,2327
"Your hand is 5♥, J♠",2025-11-15 21:21:00+0000,2328
"""Anujan @ ANJN0001"" posts a small blind of 10",2025-11-15 21:21:00+0000,2329
"""Param @ PARAM001"" posts a big blind of 20",2025-11-15 21:21:00+0000,2330
"""Nadish @ NADSH001"" folds",2025-11-15 21:21:00+0000,2331
"""Raghav @ RGHAV001"" folds",2025-11-15 21:21:00+0000,2332
"""Gagan @ GAGAN001"" folds",2025-11-15 21:21:00+0000,2333
"""Justin @ JSTN0001"" calls 20",2025-11-15 21:21:00+0000,2334
"""Anujan @ ANJN0001"" folds",2025-11-15 21:21:00+0000,2335
"""Param @ PARAM001"" checks",2025-11-15 21:21:00+0000,2336
"Flop:  [T♦, K♠, K♥]",2025-11-15 21:21:00+0000,2337
"""Param @ PARAM001"" bets 22",2025-11-15 21:21:00+0000,2338
"""Justin @ JSTN0001"" calls 22",2025-11-15 21:21:00+0000,2339
"Turn: T♦, K♠, K♥ [8♦]",2025-11-15 21:21:00+0000,2340
"""Param @ PARAM001"" bets 88",2025-11-15 21:21:00+0000,2341
"""Justin @ JSTN0001"" calls 88",2025-11-15 21:21:00+0000,2342
"River: T♦, K♠, K♥, 8♦ [7♥]",2025-11-15 21:21:00+0000,2343
"""Param @ PARAM001"" checks",2025-11-15 21:21:00+0000,2344
"""Justin @ JSTN0001"" bets 173",2025-11-15 21:21:00+0000,2345
"""Param @ PARAM001"" folds",2025-11-15 21:21:00+0000,2346
"""Justin @ JSTN0001"" collected 443 from pot",2025-11-15 21:21:00+0000,2347
"-- ending hand #95 --",2025-11-15 21:21:00+0000,2348
"-- starting hand #94 (id: hvhmb84kzqw7)  No Limit Texas Hold'em (dealer: ""Gagan @ GAGAN001"") --",2025-11-15 21:19:30+0000,2296
"Player stacks: #1 ""Param @ PARAM001"" (2201) | #2 ""Nadish @ NADSH001"" (25279) | #3 ""Raghav @ RGHAV001"" (7632) | #4 ""Gagan @ GAGAN001"" (961) | #5 ""Justin @ JSTN0001"" (1510) | #6 ""Anujan @ ANJN0001"" (2492)",2025-11-15 21:19:30+0000,2297
"Your hand is K♠, J♦",2025-11-15 21:19:30+0000,2298
"""Justin @ JSTN0001"" posts a small blind of 10",2025-11-15 21:19:30+0000,2299
"""Anujan @ ANJN0001"" posts a big blind of 20",2025-11-15 21:19:30+0000,2300
"""Param @ PARAM001"" folds",2025-11-15 21:19:30+0000,2301
"""Nadish @ NADSH001"" calls 20",2025-11-15 21:19:30+0000,2302
"""Raghav @ RGHAV001"" calls 20",2025-11-15 21:19:30+0000,2303
"""Gagan @ GAGAN001"" calls 20",2025-11-15 21:19:30+0000,2304
"""Justin @ JSTN0001"" calls 20",2025-11-15 21:19:30+0000,2305
"""Anujan @ ANJN0001"" checks",2025-11-15 21:19:30+0000,2306
"Flop:  [T♠, Q♠, 6♥]",2025-11-15 21:19:30+0000,2307
"""Justin @ JSTN0001"" bets 85",2025-11-15 21:19:30+0000,2308
"""Anujan @ ANJN0001"" calls 85",2025-11-15 21:19:30+0000,2309
"""Nadish @ NADSH001"" folds",2025-11-15 21:19:30+0000,2310
"""Raghav @ RGHAV001"" folds",2025-11-15 21:19:30+0000,2311
"""Gagan @ GAGAN001"" calls 85",2025-11-15 21:19:30+0000,2312
"Turn: T♠, Q♠, 6♥ [9♣]",2025-11-15 21:19:30+0000,2313
"""Justin @ JSTN0001"" checks",2025-11-15 21:19:30+0000,2314
"""Anujan @ ANJN0001"" bets 258",2025-11-15 21:19:30+0000,2315
"""Gagan @ GAGAN001"" folds",2025-11-15 21:19:30+0000,2316
"""Justin @ JSTN0001"" raises to 1050",2025-11-15 21:19:30+0000,2317
"""Anujan @ ANJN0001"" calls 1050",2025-11-15 21:19:30+0000,2318
"River: T♠, Q♠, 6♥, 9♣ [2♣]",2025-11-15 21:19:30+0000,2319
"""Justin @ JSTN0001"" bets 355",2025-11-15 21:19:30+0000,2320
"""Anujan @ ANJN0001"" calls 355",2025-11-15 21:19:30+0000,2321
"""Justin @ JSTN0001"" shows a 7♦, T♦.",2025-11-15 21:19:30+0000,2322
"""Anujan @ ANJN0001"" shows a 7♠, 8♦.",2025-11-15 21:19:30+0000,2323
"""Anujan @ ANJN0001"" collected 3165 from pot",2025-11-15 21:19:30+0000,2324
"-- ending hand #94 --",2025-11-15 21:19:30+0000,2325
"-- starting hand #93 (id: 5gs66mekmefe)  No Limit Texas Hold'em (dealer: ""Raghav @ RGHAV001"") --",2025-11-15 21:18:00+0000,2284
"Player stacks: #1 ""Param @ PARAM001"" (2201) | #2 ""Nadish @ NADSH001"" (25279) | #3 ""Raghav @ RGHAV001"" (7632) | #4 ""Gagan @ GAGAN001"" (971) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2492)",2025-11-15 21:18:00+0000,2285
"Your hand is 3♦, K♣",2025-11-15 21:18:00+0000,2286
"""Gagan @ GAGAN001"" posts a small blind of 10",2025-11-15 21:18:00+0000,2287
"""Justin @ JSTN0001"" posts a big blind of 20",2025-11-15 21:18:00+0000,2288
"""Anujan @ ANJN0001"" folds",2025-11-15 21:18:00+0000,2289
"""Param @ PARAM001"" folds",2025-11-15 21:18:00+0000,2290
"""Nadish @ NADSH001"" folds",2025-11-15 21:18:00+0000,2291
"""Raghav @ RGHAV001"" folds",2025-11-15 21:18:00+0000,2292
"""Gagan @ GAGAN001"" folds",2025-11-15 21:18:00+0000,2293
"""Justin @ JSTN0001"" collected 30 from pot",2025-11-15 21:18:00+0000,2294
"-- ending hand #93 --",2025-11-15 21:18:00+0000,2295
"-- starting hand #92 (id: l2vro32qs73b)  No Limit Texas Hold'em (dealer: ""Nadish @ NADSH001"") --",2025-11-15 21:16:30+0000,2260
"Player stacks: #1 ""Param @ PARAM001"" (2201) | #2 ""Nadish @ NADSH001"" (25337) | #3 ""Raghav @ RGHAV001"" (7642) | #4 ""Gagan @ GAGAN001"" (903) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2492)",2025-11-15 21:16:30+0000,2261
"Your hand is 4♥, 9♠",2025-11-15 21:16:30+0000,2262
"""Raghav @ RGHAV001"" posts a small blind of 10",2025-11-15 21:16:30+0000,2263
"""Gagan @ GAGAN001"" posts a big blind of 20",2025-11-15 21:16:30+0000,2264
"""Justin @ JSTN0001"" folds",2025-11-15 21:16:30+0000,2265
"""Anujan @ ANJN0001"" folds",2025-11-15 21:16:30+0000,2266
"""Param @ PARAM001"" folds",2025-11-15 21:16:30+0000,2267
"""Nadish @ NADSH001"" calls 20",2025-11-15 21:16:30+0000,2268
"""Raghav @ RGHAV001"" folds",2025-11-15 21:16:30+0000,2269
"""Gagan @ GAGAN001"" checks",2025-11-15 21:16:30+0000,2270
"Flop:  [K♠, 4♣, 3♥]",2025-11-15 21:16:30+0000,2271
"""Gagan @ GAGAN001"" checks",2025-11-15 21:16:30+0000,2272
"""Nadish @ NADSH001"" checks",2025-11-15 21:16:30+0000,2273
"Turn: K♠, 4♣, 3♥ [9♥]",2025-11-15 21:16:30+0000,2274
"""Gagan @ GAGAN001"" checks",2025-11-15 21:16:30+0000,2275
"""Nadish @ NADSH001"" checks",2025-11-15 21:16:30+0000,2276
"River: K♠, 4♣, 3♥, 9♥ [3♣]",2025-11-15 21:16:30+0000,2277
"""Gagan @ GAGAN001"" bets 38",2025-11-15 21:16:30+0000,2278
"""Nadish @ NADSH001"" calls 38",2025-11-15 21:16:30+0000,2279
"""Nadish @ NADSH001"" shows a T♣, Q♦.",2025-11-15 21:16:30+0000,2280
"""Gagan @ GAGAN001"" shows a T♦, 6♥.",2025-11-15 21:16:30+0000,2281
"""Gagan @ GAGAN001"" collected 126 from pot",2025-11-15 21:16:30+0000,2282
"-- ending hand #92 --",2025-11-15 21:16:30+0000,2283
"-- starting hand #91 (id: 1o50gg0732vu)  No Limit Texas Hold'em (dealer: ""Param @ PARAM001"") --",2025-11-15 21:15:00+0000,2237
"Player stacks: #1 ""Param @ PARAM001"" (2147) | #2 ""Nadish @ NADSH001"" (25347) | #3 ""Raghav @ RGHAV001"" (7686) | #4 ""Gagan @ GAGAN001"" (903) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2492)",2025-11-15 21:15:00+0000,2238
"Your hand is 8♥, Q♦",2025-11-15 21:15:00+0000,2239
"""Nadish @ NADSH001"" posts a small blind of 10",2025-11-15 21:15:00+0000,2240
"""Raghav @ RGHAV001"" posts a big blind of 20",2025-11-15 21:15:00+0000,2241
"""Gagan @ GAGAN001"" folds",2025-11-15 21:15:00+0000,2242
"""Justin @ JSTN0001"" folds",2025-11-15 21:15:00+0000,2243
"""Anujan @ ANJN0001"" folds",2025-11-15 21:15:00+0000,2244
"""Param @ PARAM001"" calls 20",2025-11-15 21:15:00+0000,2245
"""Nadish @ NADSH001"" folds",2025-11-15 21:15:00+0000,2246
"""Raghav @ RGHAV001"" checks",2025-11-15 21:15:00+0000,2247
"Flop:  [3♣, 6♦, A♥]",2025-11-15 21:15:00+0000,2248
"""Raghav @ RGHAV001"" checks",2025-11-15 21:15:00+0000,2249
"""Param @ PARAM001"" checks",2025-11-15 21:15:00+0000,2250
"Turn: 3♣, 6♦, A♥ [8♦]",2025-11-15 21:15:00+0000,2251
"""Raghav @ RGHAV001"" bets 24",2025-11-15 21:15:00+0000,2252
"""Param @ PARAM001"" calls 24",2025-11-15 21:15:00+0000,2253
"River: 3♣, 6♦, A♥, 8♦ [A♣]",2025-11-15 21:15:00+0000,2254
"""Raghav @ RGHAV001"" checks",2025-11-15 21:15:00+0000,2255
"""Param @ PARAM001"" checks",2025-11-15 21:15:00+0000,2256
"""Raghav @ RGHAV001"" shows a T♣, 3♠.",2025-11-15 21:15:00+0000,2257
"""Param @ PARAM001"" collected 98 from pot",2025-11-15 21:15:00+0000,2258
"-- ending hand #91 --",2025-11-15 21:15:00+0000,2259
"-- starting hand #90 (id: h4jrsty1ajt1)  No Limit Texas Hold'em (dealer: ""Anujan @ ANJN0001"") --",2025-11-15 21:13:30+0000,2220
"Player stacks: #1 ""Param @ PARAM001"" (2107) | #2 ""Nadish @ NADSH001"" (25367) | #3 ""Raghav @ RGHAV001"" (7686) | #4 ""Gagan @ GAGAN001"" (903) | #5 ""Justin @ JSTN0001"" (1500) | #6 ""Anujan @ ANJN0001"" (2512)",2025-11-15 21:13:30+0000,2221
"Your hand is A♦, 4♠",2025-11-15 21:13:30+0000,2222
"""Param @ PARAM001"" posts a small blind of 10",2025-11-15 21:13:30+0000,2223
"""Nadish @ NADSH001"" posts a big blind of 20",2025-11-15 21:13:30+0000,2224
"""Raghav @ RGHAV001"" folds",2025-11-15 21:13:30+0000,2225
"""Gagan @ GAGAN001"" folds",2025-11-15 21:13:30+0000,2226
"""Justin @ JSTN0001"" folds",2025-11-15 21:13:30+0000,2227
"""Anujan @ ANJN0001"" calls 20",2025-11-15 21:13:30+0000,2228
"""Param @ PARAM001"" calls 20",2025-11-15 21:13:30+0000,2229
"""Nadish @ NADSH001"" checks",2025-11-15 21:13:30+0000,2230
"Flop:  [2♦, 7♥, 5♣]",2025-11-15 21:13:30+0000,2231
"""Param @ PARAM001"" bets 49",2025-11-15 21:13:30+0000,2232
"""Nadish @ NADSH001"" folds",2025-11-15 21:13:30+0000,2233
"""Anujan @ ANJN0001"" folds",2025-11-15 21:13:30+0000,2234
"""Param @ PARAM001"" collected 109 from pot",2025-11-15 21:13:30+0000,2235
"-- ending hand #90 --",2025-11-15 21:13:30+0000,2236
"-- starting hand #89 (id: fqqa5ta2o1qz)  No Limit Texas Hold'em (dealer: ""Justin @ JSTN0001"") --",2025-11-15 21:12:00+0000,2187
"Player stacks: #1 ""Param @ PARAM001"" (2438) | #2 ""Nadish @ NADSH001"" (25367) | #3 ""Raghav @ RGHAV001"" (5561) | #4 ""Gagan @ GAGAN001"" (1234) | #5 ""Justin @ JSTN0001"" (1453) | #6 ""Anujan @ ANJN0001"" (2522)",2025-11-15 21:12:00+0000,2188
"Your hand is K♣, T♣",2025-11-15 21:12:00+0000,2189
"""Anujan @ ANJN0001"" posts a small blind of 10",2025-11-15 21:12:00+0000,2190
"""Param @ PARAM001"" posts a big blind of 20",2025-11-15 21:12:00+0000,2191
"""Nadish @ NADSH001"" folds",2025-11-15 21:12:00+0000,2192
"""Raghav @ RGHAV001"" calls 20",2025-11-15 21:12:00+0000,2193
"""Gagan @ GAGAN001"" calls 20",2025-11-15 21:12:00+0000,2194
"""Justin @ JSTN0001"" calls 20",2025-11-15 21:12:00+0000,2195
"""Anujan @ ANJN0001"" folds",2025-11-15 21:12:00+0000,2196
"""Param @ PARAM001"" checks",2025-11-15 21:12:00+0000,2197
"Flop:  [6♣, 5♦, 2♥]",2025-11-15 21:12:00+0000,2198
"""Param @ PARAM001"" checks",2025-11-15 21:12:00+0000,2199
"""Raghav @ RGHAV001"" bets 56",2025-11-15 21:12:00+0000,2200
"""Gagan @ GAGAN001"" calls 56",2025-11-15 21:12:00+0000,2201
"""Justin @ JSTN0001"" calls 56",2025-11-15 21:12:00+0000,2202
"""Param @ PARAM001"" calls 56",2025-11-15 21:12:00+0000,2203
"Turn: 6♣, 5♦, 2♥ [J♣]",2025-11-15 21:12:00+0000,2204
"""Param @ PARAM001"" checks",2025-11-15 21:12:00+0000,2205
"""Raghav @ RGHAV001"" checks",2025-11-15 21:12:00+0000,2206
"""Gagan @ GAGAN001"" bets 255",2025-11-15 21:12:00+0000,2207
"""Justin @ JSTN0001"" calls 255",2025-11-15 21:12:00+0000,2208
"""Param @ PARAM001"" calls 255",2025-11-15 21:12:00+0000,2209
"""Raghav @ RGHAV001"" raises to 888",2025-11-15 21:12:00+0000,2210
"""Justin @ JSTN0001"" calls 888",2025-11-15 21:12:00+0000,2211
"""Param @ PARAM001"" folds",2025-11-15 21:12:00+0000,2212
"""Gagan @ GAGAN001"" folds",2025-11-15 21:12:00+0000,2213
"River: 6♣, 5♦, 2♥, J♣ [5♣]",2025-11-15 21:12:00+0000,2214
"""Raghav @ RGHAV001"" bets 1852",2025-11-15 21:12:00+0000,2215
"""Justin @ JSTN0001"" calls 489",2025-11-15 21:12:00+0000,2216
"""Justin @ JSTN0001"" folds",2025-11-15 21:12:00+0000,2217
"""Raghav @ RGHAV001"" collected 4941 from pot",2025-11-15 21:12:00+0000,2218
